-5.240595100798071115e-01,-5.456175641517835295e-01,2.336558503670984888e-01,-3.230295697326129312e-01,6.316932692858514553e-01,3.397992426065595817e-01,-2.788987099487570398e-01
8.805804187945166506e-01,-1.335055408640517527e-01,-2.948349417089297653e-01,-7.919443388233067260e-01,3.647869254482736245e-01,-8.179965888003342123e-01,-6.746910397222181111e-01
-3.063087046863182117e-01,-7.262143875197519804e-01,2.814620497705326296e-01,9.480250264662199999e-01,-4.214894121171596231e-01,-4.490920847193791143e-01,-3.944381085170878265e-01
6.169152106979693823e-02,-8.352148277529281017e-03,-9.230052565653750207e-01,-7.348671584759521869e-01,5.209604004289292156e-02,-1.785988836746363884e-01,-2.883857548709215513e-01
-6.311661368372409875e-01,-8.167927387949900364e-01,4.572106359847951662e-01,8.025896938191716679e-01,-4.347219413243188502e-01,8.529599153416835833e-01,3.201924024256370682e-01
-1.457335343715746578e-01,-9.905428373426763411e-01,7.256870495418331346e-02,-9.594318920373205994e-01,2.456814229534287630e-01,7.937367505330544803e-01,-4.350566004063194381e-01
-6.021384729923507928e-01,4.541181059078044924e-01,9.666798643118881262e-01,5.261063010014882524e-01,-6.246965066820183710e-01,6.407662743305393427e-01,7.103719068552512006e-01
7.869640493212763932e-01,-8.342533407280028346e-01,-9.156552616577957604e-01,5.648939356479480978e-01,5.563162091020023015e-01,4.366485540081315175e-01,7.214945078328426353e-01
-9.425714092296202384e-01,-7.325404260127332812e-02,-7.009159608109756245e-01,-3.163072799631647669e-01,-4.789471703567318994e-03,4.603742538424985820e-01,4.822777023417890163e-01
3.423695982579487151e-01,9.353520681187390551e-01,1.762493496153705319e-01,9.753855723294271307e-01,9.586776992008643195e-01,-4.291242584806161386e-01,-5.373053505738660807e-01
7.262789221781478233e-01,4.581350027632602462e-02,-6.064303103131545303e-01,1.206998844476606519e-01,8.369867212454800143e-01,-2.067192203912497916e-01,-2.026390598203724469e-01
-4.200813692045253234e-01,-8.150421725612224666e-01,2.266451411572958097e-01,-2.353107865520678299e-01,3.378024928403732252e-01,-8.549386551545234969e-01,9.174044095342037686e-01
1.485097514886724035e-01,5.978410933643696357e-01,8.166044552967146597e-01
-5.939611261585737711e-01,-2.980913175092272382e-01,-7.561243759490789973e-01
4.954368367945072293e-01,-7.327566425823122120e-01,4.591776316021367599e-01
-4.040899865854801210e-01,-6.856645253739227508e-01,8.645590503778414204e-01
-2.563937928990807080e-01,3.850575785835909648e-01,-9.292105721185772715e-02
-5.527219985977225303e-01,-8.219015437634873411e-01,4.505303596489191875e-01
-1.468197309318350907e-01,-1.714781391644095709e-01,-2.875030155574799795e-01
